/bitcoin-drops-powell-no-rate-cuts-march-2026-fomc/,/bitcoin-drops-powell-no-rate-cuts-fomc-2026/,0,301
/bitcoin-etfs-saw-more-than-733m-in-outflows-on-may-27/,/bitcoin-etfs-733-million-outflows-may-27/,0,301
/bitcoin-under-pressure-oil-prices-surge-us-israel-strikes-iran-energy-facilities/,/bitcoin-price-pressure-oil-surge-us-israel-iran-energy-strike/,0,301
/us-spot-bitcoin-etfs-post-163-5m-in-outflows-ending-seven-day-inflow-streak/,/us-spot-bitcoin-etf-outflows-163-million-seven-day-streak/,0,301
/average-usdc-across-coinbase-products-hit-19b-in-q1-2026/,/average-usdc-held-across-coinbase-products-reached-19-billion-q1-2026/,0,301
/bitcoin-falls-below-66000-as-k33-warns-of-liquidity-drain/,/bitcoin-falls-below-66000-k33-research-liquidity-drain/,0,301
/bitcoin-miner-canaan-reports-88-7m-q1-loss/,/bitcoin-miner-canaan-reports-88-7-million-q1-loss/,0,301
/bitmine-buys-another-26497-eth-ethereum-holdings-top-5-4m-eth/,/bitmine-buys-26497-eth-ethereum-holdings-above-5-4-million/,0,301
/bitmine-reports-9-6b-in-crypto-assets-as-of-june-8-2026/,/bitmine-reports-9-6-billion-crypto-assets-strategic-investments-june-8-2026/,0,301
/canada-revokes-registrations-of-23-crypto-firms-in-major-regulatory-crackdown/,/canada-revokes-registrations-23-crypto-firms/,0,301
/certik-ceo-defi-ai-attacks-are-an-unfair-game/,/certik-ceo-defi-ai-attacks-unfair-game/,0,301
/cme-group-plans-nasdaq-crypto-futures-index-for-major-cryptocurrencies/,/cme-group-plans-nasdaq-crypto-futures-index-major-cryptocurrencies/,0,301
/grayscale-canton-coin-etf-filing-explained/,/grayscale-files-for-canton-coin-etf/,0,301
/house-oversight-chair-probes-kalshi-polymarket-insider-trading-claims/,/house-oversight-chair-probe-kalshi-polymarket-insider-trading/,0,301
/hyperliquid-review-2026-the-on-chain-perp-dex-trying-to-replace-cex-execution/,/hyperliquid-review-on-chain-perp-dex/,0,301
/markets-price-fed-rate-hold-through-2026-first-cut-now-expected-in-september/,/fed-rate-hold-2026-first-cut-september/,0,301
/mastercard-expands-stablecoin-settlement-support-with-usdc-rlusd-pyusd-and-usdg/,/mastercard-expands-stablecoin-settlement-support-usdc-rlusd-pyusd-usdg/,0,301
/mubadala-reveals-566m-bitcoin-etf-holdings/,/mubadala-discloses-566m-bitcoin-etf-holdings/,0,301
/new-york-court-sets-july-14-hearing-in-226b-bitcoin-ownership-lawsuit/,/new-york-court-july-14-hearing-226-billion-bitcoin-ownership-lawsuit/,0,301
/opinion-warren-warns-meta-stablecoin-deal-could-hurt-competition/,/opinion-elizabeth-warren-meta-stablecoin-partnership-competition/,0,301
/polymarket-faces-scrutiny-after-reported-exploit/,/polymarket-faces-scrutiny-reported-exploit/,0,301
/polymarket-records-first-monthly-trading-volume-decline-in-eight-months/,/polymarket-first-monthly-trading-volume-decline-eight-months/,0,301
/report-cme-group-to-launch-nasdaq-cme-crypto-index-futures/,/cme-group-nasdaq-cme-crypto-index-futures-report/,0,301
/report-us-senate-confirms-kevin-warsh-as-federal-reserve-governor/,/us-senate-confirms-kevin-warsh-federal-reserve-governor-report/,0,301
/sec-clears-key-hurdle-for-grayscales-hyperliquid-staking-etf/,/sec-clears-key-regulatory-hurdle-for-grayscales-hyperliquid-staking-etf/,0,301
/sol-price-forecast-kalshi-traders-see-57-low-this-month/,/sol-price-forecast-kalshi-traders-57-low-this-month/,0,301
/solana-etfs-drew-106m-in-may-led-by-bsol/,/solana-etfs-drew-about-106-million-in-net-inflows-in-may-led-by-bsol/,0,301
/south-korea-crypto-tax-petition-reaches-50000-moves-to-committee/,/south-korea-crypto-tax-petition-hits-50000-moves-to-committee/,0,301
/south-korea-reviews-plan-to-scrap-22-crypto-tax-after-petition/,/south-korea-review-proposal-eliminate-22-percent-crypto-tax-public-petition/,0,301
/spot-bitcoin-etf-outflows-drove-bitcoins-recent-decline-citigroup-analysts-say/,/citigroup-analysts-spot-bitcoin-etf-outflows-drove-bitcoin-recent-decline/,0,301
/strive-announces-daily-dividends-for-sata-stock-in-q1-earnings/,/strive-announces-daily-dividends-sata-stock-q1-earnings/,0,301
/thorchain-reportedly-suffers-10m-exploit-affecting-cross-chain-assets/,/thorchain-reportedly-suffers-10-million-exploit-affecting-assets-across-multiple-blockchains/,0,301
/tokenized-stocks-market-cap-tops-1-6b-as-ethereum-leads/,/tokenized-stocks-market-cap-surpasses-1-6-billion-ethereum-41-1-share/,0,301
/whitebit-launches-whitebit-uk-for-the-uk-market/,/whitebit-launches-whitebit-uk-dedicated-platform-uk-market/,0,301
/winklevoss-twins-inject-100-million-in-bitcoin-into-gemini-report/,/winklevoss-twins-inject-100-million-bitcoin-into-gemini-report/,0,301
/xrp-market-capitalization-reaches-91-7-billion-as-altcoin-momentum-builds/,/xrp-market-capitalization-reaches-91-7-billion/,0,301
